cluster	gene
ventral progenitors and neurons 3	DHPS
ventral progenitors and neurons 3	DYNC1H1
ventral progenitors and neurons 3	MKRN1
ventral progenitors and neurons 3	BEX2
ventral progenitors and neurons 3	RUNX1T1
ventral progenitors and neurons 3	APOPT1
ventral progenitors and neurons 3	STX12
ventral progenitors and neurons 3	ZNF821
ventral progenitors and neurons 3	RB1CC1
ventral progenitors and neurons 3	LIMA1
ventral progenitors and neurons 3	CDK5R1
ventral progenitors and neurons 3	SVBP
ventral progenitors and neurons 3	C16orf45
ventral progenitors and neurons 3	HIP1R
ventral progenitors and neurons 3	ZSCAN18
ventral progenitors and neurons 3	NOL4
ventral progenitors and neurons 3	RUNDC3A
ventral progenitors and neurons 3	SMDT1
ventral progenitors and neurons 3	CCSER2
ventral progenitors and neurons 3	OSBPL8
ventral progenitors and neurons 3	SRGAP1
ventral progenitors and neurons 3	ZNF711
ventral progenitors and neurons 3	AAK1
ventral progenitors and neurons 3	YTHDC1
ventral progenitors and neurons 3	WBP5
ventral progenitors and neurons 3	GNG3
ventral progenitors and neurons 3	KAT6B
ventral progenitors and neurons 3	ATL1
ventral progenitors and neurons 3	MPHOSPH8
ventral progenitors and neurons 3	DDX17
ventral progenitors and neurons 3	RRAGA
ventral progenitors and neurons 3	PAPSS1
ventral progenitors and neurons 3	ACTR10
ventral progenitors and neurons 3	ATP6V1G2
ventral progenitors and neurons 3	DBN1
ventral progenitors and neurons 3	ELAVL2
ventral progenitors and neurons 3	PNMA1
ventral progenitors and neurons 3	LRRN3
ventral progenitors and neurons 3	LMBR1L
ventral progenitors and neurons 3	SCAPER
ventral progenitors and neurons 3	OPTN
ventral progenitors and neurons 3	ANK2
ventral progenitors and neurons 3	GPC2
ventral progenitors and neurons 3	FAM126B
ventral progenitors and neurons 3	DPYSL2
ventral progenitors and neurons 3	PBRM1
ventral progenitors and neurons 3	MT-ND4L
ventral progenitors and neurons 3	KIF1B
ventral progenitors and neurons 3	RGS17
ventral progenitors and neurons 3	DLGAP4
ventral progenitors and neurons 3	ASH1L
ventral progenitors and neurons 3	SMARCC2
ventral progenitors and neurons 3	MED10
ventral progenitors and neurons 3	SLC39A6
ventral progenitors and neurons 3	DRAXIN
ventral progenitors and neurons 3	BDP1
ventral progenitors and neurons 3	CCDC82
ventral progenitors and neurons 3	DYNC1LI2
ventral progenitors and neurons 3	NR2F2
ventral progenitors and neurons 3	TCEAL2
ventral progenitors and neurons 3	QKI
ventral progenitors and neurons 3	RDX
ventral progenitors and neurons 3	ATP6V0E2
ventral progenitors and neurons 3	EGR1
ventral progenitors and neurons 3	VPS35
ventral progenitors and neurons 3	SRPK2
ventral progenitors and neurons 3	SYF2
ventral progenitors and neurons 3	HTATSF1
ventral progenitors and neurons 3	RAB33A
ventral progenitors and neurons 3	TTLL7
ventral progenitors and neurons 3	DDX6
ventral progenitors and neurons 3	LMO4
ventral progenitors and neurons 3	ATP6V1H
ventral progenitors and neurons 3	SEPT3
ventral progenitors and neurons 3	TCEAL7
ventral progenitors and neurons 3	MAP1A
ventral progenitors and neurons 3	PCDHB2
ventral progenitors and neurons 3	PPP1R15A
ventral progenitors and neurons 3	CYTH2
ventral progenitors and neurons 3	NETO2
ventral progenitors and neurons 3	ZNF608
ventral progenitors and neurons 3	HOOK3
ventral progenitors and neurons 3	DPF1
ventral progenitors and neurons 3	POU2F1
ventral progenitors and neurons 3	NPDC1
ventral progenitors and neurons 3	TNRC6C
ventral progenitors and neurons 3	MAP4K4
ventral progenitors and neurons 3	RHOBTB3
ventral progenitors and neurons 3	TAX1BP1
ventral progenitors and neurons 3	JPH4
ventral progenitors and neurons 3	USP15
ventral progenitors and neurons 3	DYNC1LI1
ventral progenitors and neurons 3	STX7
ventral progenitors and neurons 3	NKTR
ventral progenitors and neurons 3	RAB18
ventral progenitors and neurons 3	TAOK3
ventral progenitors and neurons 3	NAP1L4
ventral progenitors and neurons 3	TM2D3
ventral progenitors and neurons 3	MLLT3
ventral progenitors and neurons 3	GNAQ
ventral progenitors and neurons 3	RSBN1L
ventral progenitors and neurons 3	SRGAP2B
ventral progenitors and neurons 3	CCDC28B
ventral progenitors and neurons 3	PNMAL1
ventral progenitors and neurons 3	KLHL7
ventral progenitors and neurons 3	TNRC6B
ventral progenitors and neurons 3	CELF5
ventral progenitors and neurons 3	RSBN1
ventral progenitors and neurons 3	MACF1
ventral progenitors and neurons 3	ZNF302
ventral progenitors and neurons 3	UBE2B
ventral progenitors and neurons 3	CNOT4
ventral progenitors and neurons 3	SNN
ventral progenitors and neurons 3	MTMR4
ventral progenitors and neurons 3	TRIM2
ventral progenitors and neurons 3	KMT5B
ventral progenitors and neurons 3	UBQLN2
ventral progenitors and neurons 3	RAB14
ventral progenitors and neurons 3	MAGI1
ventral progenitors and neurons 3	AP2B1
ventral progenitors and neurons 3	FOXN3
ventral progenitors and neurons 3	CLK1
ventral progenitors and neurons 3	VGLL4
ventral progenitors and neurons 3	GRIPAP1
ventral progenitors and neurons 3	BAZ2B
ventral progenitors and neurons 3	YAF2
ventral progenitors and neurons 3	PRR4
ventral progenitors and neurons 3	CEP290
ventral progenitors and neurons 3	BIRC2
ventral progenitors and neurons 3	HCFC1R1
ventral progenitors and neurons 3	RASAL2
ventral progenitors and neurons 3	PPP2R5E
ventral progenitors and neurons 3	SMARCD1
ventral progenitors and neurons 3	PRPF4B
ventral progenitors and neurons 3	GPR161
ventral progenitors and neurons 3	MPHOSPH10
ventral progenitors and neurons 3	SESTD1
ventral progenitors and neurons 3	SPEN
ventral progenitors and neurons 3	BOD1L1
ventral progenitors and neurons 3	FAM200B
ventral progenitors and neurons 3	USP47
ventral progenitors and neurons 3	ROCK1
ventral progenitors and neurons 3	MUM1
ventral progenitors and neurons 3	RABEP1
ventral progenitors and neurons 3	SHOC2
ventral progenitors and neurons 3	CHD7
ventral progenitors and neurons 3	TOX3
ventral progenitors and neurons 3	KLHL42
ventral progenitors and neurons 3	TCEAL3
ventral progenitors and neurons 3	AKIRIN2
ventral progenitors and neurons 3	POLR2B
ventral progenitors and neurons 3	GLCCI1
ventral progenitors and neurons 3	FBXO11
ventral progenitors and neurons 3	LSAMP
ventral progenitors and neurons 3	MPPED2
ventral progenitors and neurons 3	RBP1
ventral progenitors and neurons 3	FGF13
ventral progenitors and neurons 3	NNAT
ventral progenitors and neurons 1	MEIS2
ventral progenitors and neurons 1	ZFHX3
ventral progenitors and neurons 1	SIX3
ventral progenitors and neurons 1	HMP19
ventral progenitors and neurons 1	SOX4
ventral progenitors and neurons 1	RTN1
ventral progenitors and neurons 1	DCX
ventral progenitors and neurons 1	STMN4
ventral progenitors and neurons 1	MPPED2
ventral progenitors and neurons 1	AC004158.3
ventral progenitors and neurons 1	MAPT
ventral progenitors and neurons 1	DLX6-AS1
ventral progenitors and neurons 1	STMN2
ventral progenitors and neurons 1	ZFHX4
ventral progenitors and neurons 1	PBX3
ventral progenitors and neurons 1	RUNX1T1
ventral progenitors and neurons 1	MALAT1
ventral progenitors and neurons 1	TUBB2A
ventral progenitors and neurons 1	PCSK1N
ventral progenitors and neurons 1	ZNF503
ventral progenitors and neurons 1	CELF4
ventral progenitors and neurons 1	VAMP2
ventral progenitors and neurons 1	SYT1
ventral progenitors and neurons 1	AKAP9
ventral progenitors and neurons 1	ETFB
ventral progenitors and neurons 1	ARPP21
ventral progenitors and neurons 1	RBFOX1
ventral progenitors and neurons 1	GRIA2
ventral progenitors and neurons 1	DAAM1
ventral progenitors and neurons 1	DLX5
ventral progenitors and neurons 1	BLCAP
ventral progenitors and neurons 1	RBFOX2
ventral progenitors and neurons 1	APLP1
ventral progenitors and neurons 1	SP9
ventral progenitors and neurons 1	SLC32A1
ventral progenitors and neurons 1	ATAT1
ventral progenitors and neurons 1	RAB3A
ventral progenitors and neurons 1	TERF2IP
ventral progenitors and neurons 1	INA
ventral progenitors and neurons 1	LY6H
ventral progenitors and neurons 1	TSC22D1
ventral progenitors and neurons 1	KIDINS220
ventral progenitors and neurons 1	BCL11B
ventral progenitors and neurons 1	ELAVL3
ventral progenitors and neurons 1	TMEM35
ventral progenitors and neurons 1	BASP1
ventral progenitors and neurons 1	NOVA1
ventral progenitors and neurons 1	SERTAD4
ventral progenitors and neurons 1	NAP1L3
ventral progenitors and neurons 1	NSG1
ventral progenitors and neurons 1	GUCY1A3
ventral progenitors and neurons 1	ANKRD12
ventral progenitors and neurons 1	ARID4A
ventral progenitors and neurons 1	SEZ6L2
ventral progenitors and neurons 1	DLX6
ventral progenitors and neurons 1	PAK3
ventral progenitors and neurons 1	CAMK2N1
ventral progenitors and neurons 1	TUBA1A
ventral progenitors and neurons 1	SCG3
ventral progenitors and neurons 1	GPM6A
ventral progenitors and neurons 1	GAD1
ventral progenitors and neurons 1	SLC8A1
ventral progenitors and neurons 1	CSRNP3
ventral progenitors and neurons 1	BEX2
ventral progenitors and neurons 1	SH3BP5
ventral progenitors and neurons 1	BCL11A
ventral progenitors and neurons 1	TTC3
ventral progenitors and neurons 1	BEX1
ventral progenitors and neurons 1	GNG3
ventral progenitors and neurons 1	GAD2
ventral progenitors and neurons 1	TTC9B
ventral progenitors and neurons 1	SCN3B
ventral progenitors and neurons 1	SARAF
ventral progenitors and neurons 1	CRMP1
ventral progenitors and neurons 1	MYT1L
ventral progenitors and neurons 1	TUBB2B
ventral progenitors and neurons 1	ZNF428
ventral progenitors and neurons 1	SYT5
ventral progenitors and neurons 1	WHSC1L1
ventral progenitors and neurons 1	KLC1
ventral progenitors and neurons 1	MAP2
ventral progenitors and neurons 1	CXXC4
ventral progenitors and neurons 1	CDKN2D
ventral progenitors and neurons 1	STMN1
ventral progenitors and neurons 1	USP11
ventral progenitors and neurons 1	CDK5R1
ventral progenitors and neurons 1	GAP43
ventral progenitors and neurons 1	CAMK2B
ventral progenitors and neurons 1	MLLT11
ventral progenitors and neurons 1	TMSB10
ventral progenitors and neurons 1	MAP1B
ventral progenitors and neurons 1	HN1
ventral progenitors and neurons 1	RTN4
ventral progenitors and neurons 1	DLX2
ventral progenitors and neurons 1	DLX1
ventral progenitors and neurons 1	CCDC184
ventral progenitors and neurons 1	ZCCHC12
ventral progenitors and neurons 1	DNM3
ventral progenitors and neurons 1	NRXN3
ventral progenitors and neurons 1	RUNDC3B
ventral progenitors and neurons 1	SOX11
ventral progenitors and neurons 1	MIR7-3HG
ventral progenitors and neurons 1	BTG1
ventral progenitors and neurons 1	MYCBP2
ventral progenitors and neurons 1	CELF5
ventral progenitors and neurons 1	MARCKSL1
ventral progenitors and neurons 1	PGM2L1
ventral progenitors and neurons 1	GNAO1
ventral progenitors and neurons 1	GPC2
ventral progenitors and neurons 1	CXADR
ventral progenitors and neurons 1	KIF3A
ventral progenitors and neurons 1	CCSER1
ventral progenitors and neurons 1	NREP
ventral progenitors and neurons 1	TSPAN7
ventral progenitors and neurons 1	FNBP1L
ventral progenitors and neurons 1	KIFAP3
ventral progenitors and neurons 1	EVL
ventral progenitors and neurons 1	UBC
ventral progenitors and neurons 1	SYP
ventral progenitors and neurons 1	CALY
ventral progenitors and neurons 1	MARCKS
ventral progenitors and neurons 1	ANK3
ventral progenitors and neurons 1	NLRP1
ventral progenitors and neurons 1	MAPRE3
ventral progenitors and neurons 1	LRRC4C
ventral progenitors and neurons 1	GDAP1L1
ventral progenitors and neurons 1	RTF1
ventral progenitors and neurons 1	CCNI
ventral progenitors and neurons 1	ZC2HC1A
ventral progenitors and neurons 1	PKIA
ventral progenitors and neurons 1	PAFAH1B3
ventral progenitors and neurons 1	GRIN2B
ventral progenitors and neurons 1	SSBP2
ventral progenitors and neurons 1	RUFY3
ventral progenitors and neurons 1	ATP1B1
ventral progenitors and neurons 1	CHD3
ventral progenitors and neurons 1	NRXN1
ventral progenitors and neurons 1	NCAM1
ventral progenitors and neurons 1	ATP1A3
ventral progenitors and neurons 1	NEGR1
ventral progenitors and neurons 1	ENO2
ventral progenitors and neurons 1	THRA
ventral progenitors and neurons 1	CELF3
ventral progenitors and neurons 1	KMT2E
ventral progenitors and neurons 1	EPC1
ventral progenitors and neurons 1	VSTM2L
ventral progenitors and neurons 1	TSHZ2
ventral progenitors and neurons 1	PHF14
ventral progenitors and neurons 1	ACTL6B
ventral progenitors and neurons 1	DDX24
ventral progenitors and neurons 1	ZBTB20
ventral progenitors and neurons 1	PJA1
ventral progenitors and neurons 1	EIF4G2
ventral progenitors and neurons 1	MEF2C
ventral progenitors and neurons 1	TCEAL7
ventral progenitors and neurons 1	MTSS1
ventral progenitors and neurons 1	NDN
ventral progenitors and neurons 1	SEC62
ventral progenitors and neurons 1	PTMS
ventral progenitors and neurons 1	DNER
ventral progenitors and neurons 1	DPF1
ventral progenitors and neurons 1	SNAP25
ventral progenitors and neurons 1	RTN3
ventral progenitors and neurons 1	C2orf80
ventral progenitors and neurons 1	HIP1R
ventral progenitors and neurons 1	GABARAPL2
ventral progenitors and neurons 1	FXYD7
ventral progenitors and neurons 1	PODXL2
ventral progenitors and neurons 1	KIF5C
ventral progenitors and neurons 1	ATRX
ventral progenitors and neurons 1	ID4
ventral progenitors and neurons 1	UCHL1
ventral progenitors and neurons 1	RAB2A
ventral progenitors and neurons 1	EIF4A2
ventral progenitors and neurons 1	GSTA4
ventral progenitors and neurons 1	DDX5
ventral progenitors and neurons 1	PEG10
ventral progenitors and neurons 1	SERINC1
ventral progenitors and neurons 1	LINC00632
ventral progenitors and neurons 1	CALM2
ventral progenitors and neurons 1	RUFY2
ventral progenitors and neurons 1	CPE
ventral progenitors and neurons 1	TMEM59L
ventral progenitors and neurons 1	TAGLN3
ventral progenitors and neurons 1	CDC42
ventral progenitors and neurons 1	PAK7
ventral progenitors and neurons 1	YWHAQ
ventral progenitors and neurons 1	COX7A2
ventral progenitors and neurons 1	CD200
ventral progenitors and neurons 1	CEP170
ventral progenitors and neurons 1	AAK1
ventral progenitors and neurons 1	DNAJB6
ventral progenitors and neurons 1	YWHAB
ventral progenitors and neurons 1	DYNC1I2
ventral progenitors and neurons 1	PCLO
ventral progenitors and neurons 1	TLE4
ventral progenitors and neurons 1	SMARCD3
ventral progenitors and neurons 1	MIR124-2HG
ventral progenitors and neurons 1	RNF187
ventral progenitors and neurons 1	FAM215B
ventral progenitors and neurons 1	TAOK3
ventral progenitors and neurons 1	FEZ1
ventral progenitors and neurons 1	TANC2
ventral progenitors and neurons 1	RUNDC3A
ventral progenitors and neurons 1	MAP6
ventral progenitors and neurons 1	PRNP
ventral progenitors and neurons 1	NDFIP1
ventral progenitors and neurons 1	CHGB
ventral progenitors and neurons 1	RAB33A
ventral progenitors and neurons 1	ROBO2
ventral progenitors and neurons 1	DCTN3
ventral progenitors and neurons 1	ST3GAL5
ventral progenitors and neurons 1	ATP6V0B
ventral progenitors and neurons 1	ANKRD46
ventral progenitors and neurons 1	MAGEH1
ventral progenitors and neurons 1	SLC12A5
ventral progenitors and neurons 1	PPFIA2
ventral progenitors and neurons 1	POU2F2
ventral progenitors and neurons 1	PPM1K
ventral progenitors and neurons 1	TNRC6B
ventral progenitors and neurons 1	FAM65B
ventral progenitors and neurons 1	CALM3
ventral progenitors and neurons 1	ENC1
ventral progenitors and neurons 1	SCG2
ventral progenitors and neurons 1	C4orf48
ventral progenitors and neurons 1	NECAP1
ventral progenitors and neurons 1	ZSCAN18
ventral progenitors and neurons 1	NDUFA5
ventral progenitors and neurons 1	NRXN2
ventral progenitors and neurons 1	TCEAL2
ventral progenitors and neurons 1	LSAMP
ventral progenitors and neurons 1	MOAP1
ventral progenitors and neurons 1	TCEAL4
ventral progenitors and neurons 1	JPH4
ventral progenitors and neurons 1	PLPPR2
ventral progenitors and neurons 1	SV2A
ventral progenitors and neurons 1	H1FX
ventral progenitors and neurons 1	DCLK1
ventral progenitors and neurons 1	REEP1
ventral progenitors and neurons 1	CACNG8
ventral progenitors and neurons 1	CHD9
ventral progenitors and neurons 1	NDRG4
ventral progenitors and neurons 1	RGS17
ventral progenitors and neurons 1	MEAF6
ventral progenitors and neurons 1	BEX4
ventral progenitors and neurons 1	ZC3H6
ventral progenitors and neurons 1	ATP6V0A1
ventral progenitors and neurons 1	KIAA0895L
ventral progenitors and neurons 1	DNAJA1
ventral progenitors and neurons 1	IP6K2
ventral progenitors and neurons 1	C11orf96
ventral progenitors and neurons 1	MIAT
ventral progenitors and neurons 1	XPR1
ventral progenitors and neurons 1	TMEM57
ventral progenitors and neurons 1	YWHAH
ventral progenitors and neurons 1	SCD5
ventral progenitors and neurons 1	SHTN1
ventral progenitors and neurons 1	RNF24
ventral progenitors and neurons 1	TNRC6C
ventral progenitors and neurons 1	LHFP
ventral progenitors and neurons 1	TMEM14A
ventral progenitors and neurons 1	MKRN1
ventral progenitors and neurons 1	TCAF1
ventral progenitors and neurons 1	SRRM4
ventral progenitors and neurons 1	ANKRD36C
ventral progenitors and neurons 1	GADD45G
ventral progenitors and neurons 1	FAM57B
ventral progenitors and neurons 1	VSNL1
ventral progenitors and neurons 1	GNG2
ventral progenitors and neurons 1	SRRM3
ventral progenitors and neurons 1	RASAL2
ventral progenitors and neurons 1	ELAVL4
ventral progenitors and neurons 1	GABRB3
ventral progenitors and neurons 1	ANK2
ventral progenitors and neurons 1	CCDC88A
ventral progenitors and neurons 1	C16orf45
ventral progenitors and neurons 1	PRMT2
ventral progenitors and neurons 1	APP
ventral progenitors and neurons 1	SMARCC2
ventral progenitors and neurons 1	ATP6V0E2
ventral progenitors and neurons 1	TAF7
ventral progenitors and neurons 1	SCG5
ventral progenitors and neurons 1	NPDC1
ventral progenitors and neurons 1	ATCAY
ventral progenitors and neurons 1	PFDN2
ventral progenitors and neurons 1	ATL1
ventral progenitors and neurons 1	STXBP1
ventral progenitors and neurons 1	ATP6V1H
ventral progenitors and neurons 1	SCAPER
ventral progenitors and neurons 1	MT-ND3
ventral progenitors and neurons 1	NAV1
ventral progenitors and neurons 1	PLXNA2
ventral progenitors and neurons 1	RIC3
ventral progenitors and neurons 1	PLD3
ventral progenitors and neurons 1	CADM3
ventral progenitors and neurons 1	DUSP1
ventral progenitors and neurons 1	PBX1
ventral progenitors and neurons 1	COMMD3
ventral progenitors and neurons 1	C10orf35
ventral progenitors and neurons 1	CAMKV
ventral progenitors and neurons 1	JAKMIP2
ventral progenitors and neurons 1	DHX36
ventral progenitors and neurons 1	CSNK1E
ventral progenitors and neurons 1	TSC22D3
ventral progenitors and neurons 1	CCSER2
ventral progenitors and neurons 1	ARHGEF7
ventral progenitors and neurons 1	AES
ventral progenitors and neurons 1	GDI1
ventral progenitors and neurons 1	TSPAN13
ventral progenitors and neurons 1	SRPK2
ventral progenitors and neurons 1	MYL12B
ventral progenitors and neurons 1	CLTB
ventral progenitors and neurons 1	MTUS1
ventral progenitors and neurons 1	MT-ND4L
ventral progenitors and neurons 1	SYT14
ventral progenitors and neurons 1	INAFM1
ventral progenitors and neurons 1	PRKAR2B
ventral progenitors and neurons 1	RPAIN
ventral progenitors and neurons 1	RAB6A
ventral progenitors and neurons 1	DPYSL2
ventral progenitors and neurons 1	RERE
ventral progenitors and neurons 1	STX12
ventral progenitors and neurons 1	SMAP2
ventral progenitors and neurons 1	NUDT3
ventral progenitors and neurons 1	CNIH2
ventral progenitors and neurons 1	SEPT3
ventral progenitors and neurons 1	ZNF583
ventral progenitors and neurons 1	ASH1L
ventral progenitors and neurons 1	ACTR10
ventral progenitors and neurons 1	ITFG1
ventral progenitors and neurons 1	PPP3CB
ventral progenitors and neurons 1	MT-ND1
ventral progenitors and neurons 1	SBK1
ventral progenitors and neurons 1	ODF2L
ventral progenitors and neurons 1	ARL6IP5
ventral progenitors and neurons 1	CLASP2
ventral progenitors and neurons 1	PNMAL1
ventral progenitors and neurons 1	YWHAG
ventral progenitors and neurons 1	SEC11C
ventral progenitors and neurons 1	SLC22A17
ventral progenitors and neurons 1	KCNQ1OT1
ventral progenitors and neurons 1	ARID4B
ventral progenitors and neurons 1	PLK2
ventral progenitors and neurons 1	MEIS3
ventral progenitors and neurons 1	RSF1
ventral progenitors and neurons 1	NCOR1
ventral progenitors and neurons 1	ZNF821
ventral progenitors and neurons 1	RAB1A
ventral progenitors and neurons 1	KIF1B
ventral progenitors and neurons 1	PCDH11X
ventral progenitors and neurons 1	SVBP
ventral progenitors and neurons 1	APC
ventral progenitors and neurons 1	OCIAD1
ventral progenitors and neurons 1	FOXG1
ventral progenitors and neurons 1	TRIM2
ventral progenitors and neurons 1	CADM2
ventral progenitors and neurons 1	RSBN1
ventral progenitors and neurons 1	SESTD1
ventral progenitors and neurons 1	HERPUD1
ventral progenitors and neurons 1	TTLL7
ventral progenitors and neurons 1	RNF165
ventral progenitors and neurons 1	HP1BP3
ventral progenitors and neurons 1	RP11-382A20.3
ventral progenitors and neurons 1	WRB
ventral progenitors and neurons 1	CADM1
ventral progenitors and neurons 1	SPTAN1
ventral progenitors and neurons 1	MAP9
ventral progenitors and neurons 1	STMN3
ventral progenitors and neurons 1	CMIP
ventral progenitors and neurons 1	MEX3A
ventral progenitors and neurons 1	KIAA2026
